headline,clean_headline,date,source,link,symbol,company,sentiment_label,sentiment_score,sentiment_numeric,sentiment_strength,rolling_3_sentiment,rolling_7_sentiment,news_count_per_day
Adani Enterprises Share Price Gains 2.5% on $125M Indonesia Divestment - HDFC Sky,adani enterprises share price gains 25 on 125m indonesia divestment  hdfc sky,2025-11-07 08:00:00,HDFC Sky,https://news.google.com/rss/articles/CBMifkFVX3lxTE1PeGMtV211SnBGYVJyamRjUC0wS2ZWSlR6am9CNjZjYVhQZ1NPT1R0c01mX24xbk9udTFaQzNtYmVqUXpDRVFtcm1yZEJwamZBVWM2d1BQcm0xT2pkRlUtc1hWUmJvek41Ykc5bkd0ZWFHTGRWaGtBZDFVZ2dNUQ?oc=5,ADANIENT,Adani Enterprises,negative,0.7002236843109131,-1,0.20022368431091309,0.0,0.2857142857142857,1
"Adani Enterprises shares rally 6% on ₹25,000 crore rights issue plan: Check record date, price, other details - Upstox",adani enterprises shares rally 6 on 25000 crore rights issue plan check record date price other details  upstox,2025-11-11 08:00:00,Upstox,https://news.google.com/rss/articles/CBMi9gFBVV95cUxNQ29BTnpJMnNjcTZJd0t1TGpzRjV6OW9GdVNHUG9SazFiRzVQcG9GLTFtcmQ2RFJlVEhxNVpITjB1MXhSR1BLQmdHWEhDZmFva3hybXJLYjk1N2pOSk9NQXBWZ2lhMm4zQmdiZ1NkLXBSZ0d6TUtaTFRZRmd2VEtmR2htUjJPNEV0bjFEcDZ5XzNjb0VRVnJJODhDa1czTWRuWlkwX2hXazBJamUzRWNQQjNhdkJ5QlhKZDJUZFFhdlA0Q25nWmJDMXozenJTSlNJVWhEeVdzZmFYbXBBTnMzVEEweklEZTBvbmkzMlFnTEotYmFxUFE?oc=5,ADANIENT,Adani Enterprises,positive,0.9189401865005492,1,0.4189401865005492,0.3333333333333333,0.2857142857142857,1
"NIFTY50 above 25,900, SENSEX jumps 730 points in afternoon session; Adani Enterprises, BSE, Groww among buzzing stocks - Upstox",nifty50 above 25900 sensex jumps 730 points in afternoon session adani enterprises bse groww among buzzing stocks  upstox,2025-11-12 07:35:02,Upstox,https://news.google.com/rss/articles/CBMihAJBVV95cUxOLVVHdEpiNXNGNHloYVR0NEZ2Qm85QWR2cDlURExZRDdwR2hvVnN0V3paQ3NpR2dFdGdWS2t3WERwYjlvS0hLNWhXTVRRd1hrejlRNDJwYzV2WENSQXhwM29ndk0xM1JpWDdjWmV0VkxuR1BqZUk4QWFQM00tOW5wemZXVTE5My00TlJLenNwSFRDa3lENkdrSjVBdHJUbWNQVGQwTU5zLXNEZ2pjRS1tNmFVMWo1ekxfeUFaaDlvQVEwRGNTM0c0Wk9BTmhpSHpuZmFMeXNEV0JjeG1xdTJBNi1vQ0QwX2FhVWE1cGx0U0pwTTRheGJBQk96NUhCc2NJcjkyLQ?oc=5,ADANIENT,Adani Enterprises,negative,0.6713341474533081,-1,0.1713341474533081,-0.3333333333333333,0.0,1
Adani Enterprises surges 6% on heavy volumes; here's why? - Business Standard,adani enterprises surges 6 on heavy volumes heres why  business standard,2025-11-12 08:00:00,Business Standard,https://news.google.com/rss/articles/CBMivgFBVV95cUxNa00wbWN4WTEzcGs4d0QyN3J3Z3pIcmttTllqbnNQRDdPOFJpMWRXWUg5b0RNS0NFZTc2eXV4d25yV3dfMy1HWkdXWVF1ZWRqTGsxMEZlZWllYllGNFpnbjQ4LUctM056b0ZjcVZfcmV5T3RRZjd6dzBYcVFSaV9jQzA4cExjS2gxSUk2OEJiUjktOWw0Nmt1VFdZTW9PblpkeWZWLUpxTGFuMHFiRzF6b2k0VFdrdHI1azF4NWZ30gHDAUFVX3lxTFA2RHVIZmo3UXp1dHR1a0pUZjZnbEQ4M0JsbUd1ZXBCNDYtUGt4ZXpzNmZ0WkFCNHNEQWhDN2M0dzloQjZXaGFObmlBSWw1XzF4YUZUdFVxQ0VzQ29OTEhOUnY0STZwSXdBSUJ3b0FJVk4zZkwwYWpkLWYwSXh6Y3JhTGJyMkFuLTYzNEZfQmcxOHZ4ZjRSaFF4N0FEb0hYVmRkQlVjTGo1MVVFTFhVT0J4OUUwYnFRUG9OUXNSZkgydTA0UQ?oc=5,ADANIENT,Adani Enterprises,negative,0.7748404145240784,-1,0.27484041452407837,-0.3333333333333333,-0.14285714285714285,7
"Adani Enterprises share price jumps over 6% on mega rights issue, biggest gain since May - Moneycontrol.com",adani enterprises share price jumps over 6 on mega rights issue biggest gain since may  moneycontrolcom,2025-11-12 08:00:00,Moneycontrol.com,https://news.google.com/rss/articles/CBMi5AFBVV95cUxQNDRFQXdKbjZWTmxFU0ZPS09MVmxyUmtaWlBIa004eHVlNWZJSk8xRWJaNkxnZ0YtTVMySDJFYnJsRHpCNUdvSi1VU3d4YWNJQks3RldHZjAzRmxXa0gtdVdDX1cxdkZZUjEzcWdhbGZtbU9EdjZ6RWpzS0pWbk9hejlERmZBdkhGaGNJRVpLTUFrMjV3Z3I5NGtqZmpmWXFxOFoyMHp6Yi1NUFpmTzVDemxsaEE5Ti1nN3lYRTEyaTJIZ2oyRElXNmRkajhtREpGaGRhUDlYMXNRaENoM0VuTFNpY2nSAeoBQVVfeXFMTWVXaVRleUFCSHdUT2xvT2VLX2M3Z0l5ZUplTXdKdFZKNjh4WnZtSi1jSWxhUjhITFZ0OVA0SWh2ekc3a3N4VGtUc2dfZVljbGZLdllIMDQxVmlGTXhFNWQxOXlpSmIyem1HY0JfLWRHNHBvV0hWcUxNQzZJUEtodTBibmVOUU5XVklGSFhaTmQ5WkVhZnBta0VTZUdWQnJfY2V2azZmenRkeHg4ODhpbFFvUjZyMjliVXp4QkZEXzVWR1ZfN19UMHZBQkcxNHBpWWxxR3lWUEdoUlRnczJjYzRsVUhKSmQwU3ZR?oc=5,ADANIENT,Adani Enterprises,negative,0.8815180659294128,-1,0.38151806592941284,-1.0,-0.2857142857142857,7
Explained: Why Adani Enterprises shares have gained over 6% today - India Today,explained why adani enterprises shares have gained over 6 today  india today,2025-11-12 08:00:00,India Today,https://news.google.com/rss/articles/CBMi0gFBVV95cUxNYlQzZXM0Y3FhM3VZNUdjeWFCUUxiUmFtRm0ydkJqZHNySmM1VzF0VzVHejNOakdISmhYRmxtZjktQ0VFSkxwckdqVm9tWWxpd1g4LXNraGIxOUQtQm16UGJvTmd2a18tNzlvcXF6NmhpMklBeDZFTEJNbEVyVVlMbVViOG1YOGluZmVidWROYTYzRU0weWpRM1RJN0NsRkdJa2xfRlJSQ0xlSlhPQ3pBYlZrRVFFUkNQeEluaW1TdmFqTTB5MmRISXpJRUEwWS1mQlHSAdcBQVVfeXFMT3hvR0p0M09PSi1WWXBhbjN6VEFNa1hvYkJQWk9acjVXMnpmdTFWdUNYdkd1aGhjei0xYUwtM0xQZEhPaVRodE1kLVVSaERQcDlDQllrbkV6dXpGR2d1RmI4VHFWOFBtV0VXMU15VnBLSmNXT0c4ZzdJU2xrYU5iUG10eWpMbW5iMjIwTXJobllTdkhkLXUxNC1Qc0szNmI3T3lQYlBteHZJY2ZuNmZpdHVjbFJkY3lMRzRwNHZKLXg5SDFyRzI3N3JXWmY1ZmdScVp3NWNaa00?oc=5,ADANIENT,Adani Enterprises,negative,0.6219843029975891,-1,0.12198430299758911,-1.0,-0.42857142857142855,7
"Adani Enterprises Rights Issue: Record date, price, ratio, other key details of ₹25,000 crore offer; Stock jumps 6% - Mint",adani enterprises rights issue record date price ratio other key details of 25000 crore offer stock jumps 6  mint,2025-11-12 08:00:00,Mint,https://news.google.com/rss/articles/CBMi-wFBVV95cUxQYUZEVWh1M0xld0I4blVvU1FOYThYMVBtNzBBSjl6V3FBengzREV0S1hIb1RWci1UWmVNM0hNVktpUEZDZTQxQW1iVUJPRXE5OGYtd1pwX282RXJWZEUxRFJEbEl2YVR0X3dXcTMxaEV3S3Q1Z0tYY1piMkViMHdNOS1UWnpLTUIxOHJmMkRrZFR5ZWRGamZYVjBCMGRlM3BXV0tuU1lwaEp4d2JOZ292bHdsa3l6OFZpckRDUjB6bjdxblNKQ1BHckhkRGtyS2lKdDRpZ1BILVRkV0wyNkcyZlcxLXFuYnk5SlFodDlpMUpvMTZ1NllrYkg3Y9IBgAJBVV95cUxQQl80clhmdDZzVTYxUmN6X1R5NnRxOHhEb2NOTDFVaDVrSFpERkhaVWFsRkpxQUxPMGV5QzN4c21hMnpYR21KU2wxOXhhdU5XMkZQdk5DYXhpUC1IekJlNDZPckRmaS1QUnhPWVFfTWlxYTFKM2Z2d0RkM3d6a0RkSEQ4RzZtdGVZYm82R1IxaWZZTUpnaDNfV3NyamRfblVMckhrbGNBQ1NENGszNHhoaGVoVlVpMFkzQnptSER1SERQLVYwTExHaVpDc0szblcxWExINVRxQzNkZGduaUw4YUY4bXYyTTFXM01TaXJPTkJ5d09zRktmM2pYcWpscmZO?oc=5,ADANIENT,Adani Enterprises,positive,0.921195387840271,1,0.421195387840271,-0.3333333333333333,-0.42857142857142855,7
Why Adani Enterprises' (NSE:ADANIENT) Healthy Earnings Aren’t As Good As They Seem - simplywall.st,why adani enterprises nseadanient healthy earnings arent as good as they seem  simplywallst,2025-11-12 08:00:00,simplywall.st,https://news.google.com/rss/articles/CBMi4gFBVV95cUxQb1FKWFo2TzZKbWYzUTlxSTg2cEFzeEVxSU5KZWxTWGFHNlk3ckZ5czd0ZlhzcDd6Q0d5Yjh4UllKSURCSjUwbEVJM3U0VmFhT3RGaXktTC0xZUZJLUExVHpHZm9UUW1BZjhBYmY3MnVXODA4WTl5S25tUGpkUzBPMTR6RUxDa3BQSTFCQ1VJRG9KQnNPRV9QLTl4MndGWjhuX0phT0NIRzF1d0pUalVSOGtXUHZIempUY3paSEl4dld4cHhuQW9Kc0NBdWJNRUJmaWdWY09SSC1VWXRnbjZQMzVn0gHnAUFVX3lxTFBwU3dLNDB6WjlDcTFUU2l1Z0J1TkJJcmo3YVBWTHd1Q0czbTlia24yTXZJZWFKTU9DR3oxb0hZNk9zSll0cFVVVGdUVTM1TFZsRlVCcWhWZlhKV2pEQXBQUTAweGg1WUY3dXBNalI0d0NONWVFeWZ2dkRhZWFFQVlDa1ItMndveWdiZU1yOEdGT3FJNkF1Y1BsMXliUWVoOEhublQ5ZWlJdjZ1U1hWUURpa1JIdGFWV3ktZWh2SlUyYnN2b3lDaEpoTDlvNTJ4U2x5TnVxZGpsYW4yeEdJT3Q2R0R2RzVPbw?oc=5,ADANIENT,Adani Enterprises,positive,0.5142608284950256,1,0.014260828495025635,0.3333333333333333,-0.14285714285714285,7
"Adani Enterprises sets rights issue at Rs 1,800 a share - The Economic Times",adani enterprises sets rights issue at rs 1800 a share  the economic times,2025-11-12 08:00:00,The Economic Times,https://news.google.com/rss/articles/CBMixwFBVV95cUxQSXZPM3NYWVpxTmtaNFFNeFJqLXBXT09OT3p3VVpUMnIzOFY0dkF1aFpoNHI0NXZRNkNJUVdVX29yQWRsckRENlFCOWFNVFFrTG5yRlBEUUJuMEVLUjlMTGpVb1EwU1Q1NVRacS04aG11UFMxb2xfd2lzNDdXQnJxTlE0VFFmTVdXOWd6cE1jOEF2MjFtbmhtWE9NWmVob1hVYlJTd1dTLTVEUVFUZVFXaDlaeFV4YmFyTElFMVp5R1lxSEtQNkE40gHMAUFVX3lxTFBkbDVWUkpNTzVtemRTLXVRdXhrQm5NT3ptekMtOGpSTk43dHhPSGRUdk9xMHFiY19jSUptZjZvakFZa0U4b0Njd3ZmdWVfRzRPVzZOeWtqRUxickhHb2ZCQjRhbXl3ckVjelFKVUwwdGdYdVVxTnNydndmbWJHRWhJbXVxSHBqOTRGbzV1R3pkYXQyMzVkWnBDR1pFdjZ5VzgtUnpfRnNqRzJBdXhrVUdONGRGemw5QnlFUWdiZlJ2NnFTMTNUUWloWDBMVQ?oc=5,ADANIENT,Adani Enterprises,positive,0.946382224559784,1,0.44638222455978405,1.0,-0.14285714285714285,7
"Adani Enterprises’ ₹25,000 crore rights issue opens Nov 17; price set at 24% discount - Fortune India",adani enterprises 25000 crore rights issue opens nov 17 price set at 24 discount  fortune india,2025-11-12 08:00:00,Fortune India,https://news.google.com/rss/articles/CBMiwgFBVV95cUxPV3VsTGJjOFE2RlJ3bk5jLS1HWHhFR1J0VHg4cG5iM1N3VmtnOUliaEpoeUJ3U1JmTG9SNWFOaDVxUldTM2wybzBXa3hob3R2eUdiUGNWdVVhbUctMUNpX3FOSEVselAybkJRY0VzMWxDSE1obTVfaEtOX1h6bFlRblZfZzdNUVRLYk1NLTVHNHoteFJvZWlfLVczaWh6MF90SjRZenpJQWdsSHlvcVlFdXk2MTd1VC01aFEyaG5RaGlod9IBzwFBVV95cUxPRm1COERMaDJuVWJyWTJWbFEteFhrVDE2dklwaElmV1NaNkw4Y0JqNVBZbFZUNUpINWRoWm9YczlsY0ZlWWlBRHpKUnlEWllaV2NpSTNvOE9OV3RqNi1mT3Zid0JWMHVobXFxVF9XUlpwMUlOckt4WE1MZUgxbGFmMzhQakxOR0c2dW9BU0Z5ZWdCSXk0bWZoWURXRHlneE5FWkJTTElLaTI2RVVBdnFvblJNbC1QT21aY21tVFF2bWtaUV9mTE9GWFlUNDFSODQ?oc=5,ADANIENT,Adani Enterprises,positive,0.9150844812393188,1,0.41508448123931885,1.0,0.14285714285714285,7
